ComID,CodRIP,CodREG,CodPROV,CodCOM,CodUTS,Name,Area (m2),UTM X (m E),UTM Y (m N),Lat (Deg N),Lon (Deg E),EOBS Points
4009,2,8,38,38,38012,Masi Torello,2.27E+07,721365.208,4.96E+06,44.78328387,11.79812007,4
4010,2,8,38,38,38014,Mesola,8.45E+07,754219.1058,4.98E+06,44.90012221,12.21990752,6
4011,2,8,38,38,38017,Ostellato,1.73E+08,735827.3564,4.96E+06,44.72379137,11.97786493,6
4012,2,8,38,38,38018,Poggio Renatico,8.01E+07,697615.6502,4.96E+06,44.77041414,11.49736541,5
4013,2,8,38,38,38019,Portomaggiore,1.27E+08,724905.1976,4.95E+06,44.69843065,11.83870772,5
4014,2,8,38,38,38022,Vigarano Mainarda,4.24E+07,697250.3784,4.97E+06,44.85256383,11.49629271,4
4015,2,8,38,38,38023,Voghiera,4.03E+07,716652.1331,4.96E+06,44.76246897,11.73756158,4
4016,2,8,38,38,38025,Goro,2.62E+07,761618.9589,4.97E+06,44.83881692,12.31011314,4
4017,2,8,38,38,38027,Fiscaglia,1.16E+08,738472.5726,4.96E+06,44.78895921,12.0146561,4
4018,2,8,38,38,38028,Terre del Reno,5.09E+07,690181.3758,4.96E+06,44.80696635,11.40493361,4
4019,2,8,38,38,38029,Riva del Po,1.12E+08,730119.7842,4.98E+06,44.95392393,11.91739412,7
4020,2,8,38,38,38030,Tresignana,4.34E+07,727886.1422,4.97E+06,44.82574481,11.88266158,4
4021,2,8,39,39,39001,Alfonsine,1.07E+08,738585.878,4.94E+06,44.54478624,12.00344161,6
4022,2,8,39,39,39002,Bagnacavallo,7.99E+07,739190.0274,4.93E+06,44.43919605,12.00561384,4
4023,2,8,39,39,39003,Bagnara di Romagna,9.95E+06,725782.856,4.92E+06,44.39231058,11.83487699,4
4024,2,8,39,39,39004,Brisighella,1.93E+08,719036.0231,4.90E+06,44.19430995,11.74093477,7
4025,2,8,39,39,39005,Casola Valsenio,8.48E+07,708642.1284,4.90E+06,44.20494876,11.61134234,4
4026,2,8,39,39,39006,Castel Bolognese,3.30E+07,722228.1537,4.91E+06,44.32032975,11.78682941,4
4027,2,8,39,39,39007,Cervia,8.21E+07,764663.338,4.91E+06,44.2512194,12.31507659,5
4028,2,8,39,39,39008,Conselice,6.02E+07,725150.5357,4.93E+06,44.52714359,11.83345665,4
4029,2,8,39,39,39009,Cotignola,3.50E+07,731991.9468,4.92E+06,44.37988731,11.91221888,4
4030,2,8,39,39,39010,Faenza,2.16E+08,732163.1679,4.91E+06,44.29702072,11.91026287,7
4031,2,8,39,39,39011,Fusignano,2.44E+07,736419.0592,4.93E+06,44.48302569,11.97302049,4
4032,2,8,39,39,39012,Lugo,1.17E+08,731150.0348,4.93E+06,44.4773059,11.90647825,7
4033,2,8,39,39,39013,Massa Lombarda,3.77E+07,723906.2821,4.93E+06,44.46151147,11.81463704,5
4034,2,8,39,39,39014,Ravenna,6.53E+08,754229.1933,4.92E+06,44.41261718,12.19314036,15
4035,2,8,39,39,39015,Riolo Terme,4.47E+07,715634.409,4.91E+06,44.27675498,11.70214211,4
4036,2,8,39,39,39016,Russi,4.65E+07,742836.2725,4.92E+06,44.37291771,12.04798408,4
4037,2,8,39,39,39017,Sant'Agata sul Santerno,9.27E+06,727789.0883,4.93E+06,44.4467667,11.86272443,4
4038,2,8,39,39,39018,Solarolo,2.64E+07,725972.6615,4.92E+06,44.3575584,11.83558123,4
4039,2,8,40,40,40001,Bagno di Romagna,2.34E+08,736692.6727,4.86E+06,43.86617999,11.94556747,7
4040,2,8,40,40,40003,Bertinoro,5.80E+07,751538.0705,4.89E+06,44.15680904,12.14564589,4
4041,2,8,40,40,40004,Borghi,3.01E+07,768704.1257,4.88E+06,44.01705588,12.35239984,4
4042,2,8,40,40,40005,Castrocaro Terme e Terra del Sole,3.96E+07,734582.504,4.90E+06,44.17192163,11.93436111,4
4043,2,8,40,40,40007,Cesena,2.49E+08,758788.5051,4.89E+06,44.13048364,12.23487497,9
4044,2,8,40,40,40008,Cesenatico,4.54E+07,770184.4062,4.90E+06,44.17562836,12.37989812,4
4045,2,8,40,40,40009,Civitella di Romagna,1.18E+08,741413.4253,4.88E+06,44.01342009,12.01174374,5
4046,2,8,40,40,40011,Dovadola,3.92E+07,730369.8121,4.89E+06,44.12209491,11.87924134,4
4047,2,8,40,40,40012,Forlì,2.28E+08,743620.0436,4.90E+06,44.22731416,12.05026651,8
4048,2,8,40,40,40013,Forlimpopoli,2.42E+07,749997.0062,4.90E+06,44.18951007,12.12810426,4
4049,2,8,40,40,40014,Galeata,6.29E+07,733635.3386,4.88E+06,43.99114231,11.9136201,5
4050,2,8,40,40,40015,Gambettola,7.84E+06,767860.6179,4.89E+06,44.11799633,12.34756703,4
4051,2,8,40,40,40016,Gatteo,1.41E+07,771328.4812,4.89E+06,44.13053821,12.39162313,4
4052,2,8,40,40,40018,Longiano,2.39E+07,767579.1619,4.89E+06,44.08250112,12.34204735,4
4053,2,8,40,40,40019,Meldola,7.84E+07,745295.5879,4.89E+06,44.09703185,12.06448688,4
4054,2,8,40,40,40020,Mercato Saraceno,9.99E+07,753986.4941,4.87E+06,43.98342707,12.1669957,5
4055,2,8,40,40,40022,Modigliana,1.02E+08,723739.5538,4.89E+06,44.1490478,11.79764945,6
4056,2,8,40,40,40028,Montiano,9.54E+06,764155.4675,4.89E+06,44.07334216,12.29877772,4
4057,2,8,40,40,40031,Portico e San Benedetto,6.12E+07,718139.3793,4.88E+06,44.00050203,11.72080646,4
4058,2,8,40,40,40032,Predappio,9.14E+07,736300.0204,4.89E+06,44.09179453,11.95184745,4
4059,2,8,40,40,40033,Premilcuore,9.83E+07,723156.2966,4.87E+06,43.96692573,11.78181009,5
4060,2,8,40,40,40036,Rocca San Casciano,4.99E+07,727690.0971,4.88E+06,44.06084182,11.8428122,4
4061,2,8,40,40,40037,Roncofreddo,5.11E+07,761640.4434,4.88E+06,44.04398311,12.26575534,4
4062,2,8,40,40,40041,San Mauro Pascoli,1.74E+07,774631.3108,4.89E+06,44.11505318,12.43200952,4
4063,2,8,40,40,40043,Santa Sofia,1.48E+08,728793.0433,4.87E+06,43.91416988,11.84955134,8
4064,2,8,40,40,40044,Sarsina,1.01E+08,749150.2703,4.87E+06,43.92828812,12.10382009,4
4065,2,8,40,40,40045,Savignano sul Rubicone,2.28E+07,772056.4919,4.89E+06,44.10134978,12.39904744,4
4066,2,8,40,40,40046,Sogliano al Rubicone,9.37E+07,761919.7756,4.87E+06,43.97268172,12.26532358,5
4067,2,8,40,40,40049,Tredozio,6.25E+07,720316.7652,4.88E+06,44.06239988,11.75082751,4
4068,2,8,40,40,40050,Verghereto,1.17E+08,745799.2933,4.85E+06,43.80436118,12.05573312,5
4069,3,11,41,41,41001,Acqualagna,5.04E+07,792998.3009,4.84E+06,43.63262235,12.6320691,4
4070,3,11,41,41,41002,Apecchio,1.02E+08,776070.1909,4.83E+06,43.55782423,12.4179959,6
4071,3,11,41,41,41005,Belforte all'Isauro,1.24E+07,771120.4551,4.85E+06,43.71199638,12.36531983,4
4072,3,11,41,41,41006,Borgo Pace,5.58E+07,762408.4846,4.84E+06,43.64146155,12.25336954,4
4073,3,11,41,41,41007,Cagli,2.26E+08,795107.0248,4.83E+06,43.56380718,12.6540352,7
4074,3,11,41,41,41008,Cantiano,8.35E+07,793402.4931,4.82E+06,43.46854766,12.627213,5
4075,3,11,41,41,41009,Carpegna,2.91E+07,767249.6423,4.85E+06,43.76669033,12.32029973,4
4076,3,11,41,41,41010,Cartoceto,2.32E+07,814768.9675,4.85E+06,43.77758428,12.91135208,4
4077,3,11,41,41,41013,Fano,1.20E+08,821245.0588,4.86E+06,43.81240019,12.99414113,4
4078,3,11,41,41,41014,Fermignano,4.44E+07,795208.3688,4.84E+06,43.66682503,12.66154379,4
4079,3,11,41,41,41015,Fossombrone,1.08E+08,806532.6132,4.84E+06,43.66501287,12.80187717,4
4080,3,11,41,41,41016,Fratte Rosa,1.60E+07,815544.7816,4.84E+06,43.63963786,12.91199565,4
4081,3,11,41,41,41017,Frontino,1.07E+07,770631.1918,4.85E+06,43.76607399,12.36227531,4
4082,3,11,41,41,41018,Frontone,3.58E+07,800591.6615,4.82E+06,43.50435134,12.7182816,4
4083,3,11,41,41,41019,Gabicce Mare,4.82E+06,802399.4192,4.87E+06,43.95840419,12.76904963,4
4084,3,11,41,41,41020,Gradara,1.84E+07,803012.5678,4.87E+06,43.93269318,12.77506156,4
4085,3,11,41,41,41021,Isola del Piano,2.39E+07,804102.1038,4.85E+06,43.73143147,12.77590569,4
4086,3,11,41,41,41022,Lunano,1.50E+07,776595.0192,4.85E+06,43.7495576,12.4354188,4
4087,3,11,41,41,41023,Macerata Feltria,4.05E+07,777426.5976,4.86E+06,43.8101098,12.44923024,4
4088,3,11,41,41,41025,Mercatello sul Metauro,6.94E+07,768900.8618,4.84E+06,43.63448597,12.33347233,4
4089,3,11,41,41,41026,Mercatino Conca,1.36E+07,782512.0545,4.86E+06,43.86287136,12.51555429,4
4090,3,11,41,41,41027,Mombaroccio,2.83E+07,810889.2596,4.86E+06,43.80710633,12.86505061,4
4091,3,11,41,41,41028,Mondavio,2.94E+07,820137.5301,4.84E+06,43.66857681,12.97083974,4
4092,3,11,41,41,41029,Mondolfo,2.54E+07,831909.8359,4.85E+06,43.75113196,13.12251079,4
4093,3,11,41,41,41030,Montecalvo in Foglia,1.96E+07,792943.7517,4.86E+06,43.80798752,12.64201439,4
4094,3,11,41,41,41031,Monte Cerignone,1.83E+07,776404.9602,4.86E+06,43.84382479,12.43846605,4
4095,3,11,41,41,41033,Montecopiolo,3.57E+07,770477.5925,4.86E+06,43.83973299,12.36450315,4
4096,3,11,41,41,41034,Montefelcino,3.80E+07,806588.1021,4.85E+06,43.75271988,12.80812237,4
4097,3,11,41,41,41035,Monte Grimano Terme,2.35E+07,777845.7625,4.86E+06,43.86469213,12.45759561,4
4098,3,11,41,41,41036,Montelabbate,2.01E+07,803526.9822,4.86E+06,43.84089599,12.77565875,4
4099,3,11,41,41,41038,Monte Porzio,1.83E+07,826197.6409,4.85E+06,43.70185869,13.04824204,4
4100,3,11,41,41,41041,Peglio,2.15E+07,781548.8258,4.84E+06,43.70090114,12.49411087,4
4101,3,11,41,41,41043,Pergola,1.12E+08,809677.6756,4.83E+06,43.56900611,12.83476693,4
4102,3,11,41,41,41044,Pesaro,1.52E+08,809808.8617,4.86E+06,43.87269904,12.85584797,6
4103,3,11,41,41,41045,Petriano,1.20E+07,799065.1657,4.85E+06,43.78203929,12.71650346,4
4104,3,11,41,41,41047,Piandimeleto,3.92E+07,773486.8894,4.85E+06,43.74284303,12.39643651,5
4105,3,11,41,41,41048,Pietrarubbia,1.34E+07,772094.7028,4.86E+06,43.79914762,12.38232309,4
4106,3,11,41,41,41049,Piobbico,4.80E+07,783493.0001,4.83E+06,43.5836124,12.51139087,4
4107,3,11,41,41,41051,San Costanzo,4.07E+07,826557.7758,4.85E+06,43.75369763,13.05621362,4
4108,3,11,41,41,41054,San Lorenzo in Campo,2.90E+07,817162.3915,4.84E+06,43.60903331,12.93005121,4
4109,3,11,41,41,41057,Sant'Angelo in Vado,6.65E+07,775541.9771,4.84E+06,43.66291604,12.41740871,5
4110,3,11,41,41,41058,Sant'Ippolito,1.96E+07,812829.7571,4.84E+06,43.6821037,12.88107707,4
4111,3,11,41,41,41060,Sassofeltrio,2.15E+07,779547.4549,4.87E+06,43.89015441,12.48025444,4
4112,3,11,41,41,41061,Serra Sant'Abbondio,3.26E+07,804192.155,4.82E+06,43.48979987,12.76191112,4
4113,3,11,41,41,41064,Tavoleto,1.29E+07,786699.9955,4.86E+06,43.84846533,12.56680605,4
4114,3,11,41,41,41065,Tavullia,4.22E+07,801281.8919,4.87E+06,43.88458238,12.75047472,4
4115,3,11,41,41,41066,Urbania,7.77E+07,783912.0648,4.84E+06,43.65020904,12.52046921,5
4116,3,11,41,41,41067,Urbino,2.24E+08,791797.1863,4.85E+06,43.73915844,12.62359665,8
4117,3,11,41,41,41068,Vallefoglia,3.91E+07,800470.1883,4.86E+06,43.82719076,12.73678014,4
4118,3,11,41,41,41069,Colli al Metauro,4.71E+07,813903.2889,4.85E+06,43.74871648,12.89871771,5
4119,3,11,41,41,41070,Terre Roveresche,7.01E+07,819015.3444,4.85E+06,43.70519501,12.95933337,4
4120,3,11,41,41,41071,Sassocorvaro Auditore,8.70E+07,783413.9525,4.86E+06,43.80006122,12.52307543,5
4121,3,11,42,42,42001,Agugliano,2.18E+07,852579.7118,4.83E+06,43.55435236,13.3649181,4
4122,3,11,42,42,42002,Ancona,1.24E+08,862733.3952,4.83E+06,43.57264949,13.49196943,6
4123,3,11,42,42,42003,Arcevia,1.28E+08,819494.3621,4.83E+06,43.52616126,12.95351254,4
4124,3,11,42,42,42004,Barbara,1.15E+07,824679.191,4.83E+06,43.58267795,13.02142827,4
4125,3,11,42,42,42005,Belvedere Ostrense,2.96E+07,835591.9448,4.83E+06,43.56904658,13.15564124,4
4126,3,11,42,42,42006,Camerano,2.04E+07,867659.9272,4.83E+06,43.52556422,13.54942127,4
4127,3,11,42,42,42007,Camerata Picena,1.22E+07,852538.5004,4.83E+06,43.5816179,13.36638087,4
4128,3,11,42,42,42008,Castelbellino,6.19E+06,836295.3871,4.82E+06,43.49623607,13.15933546,4
4129,3,11,42,42,42010,Castelfidardo,3.33E+07,869128.4913,4.82E+06,43.46429427,13.56296585,4
4130,3,11,42,42,42011,Castelleone di Suasa,1.55E+07,821954.9926,4.84E+06,43.60880493,12.98941794,4
4131,3,11,42,42,42012,Castelplanio,1.51E+07,831870.845,4.83E+06,43.50699973,13.10534777,4
4132,3,11,42,42,42013,Cerreto d'Esi,1.76E+07,823878.2252,4.80E+06,43.31966353,12.99413426,4
4133,3,11,42,42,42014,Chiaravalle,1.79E+07,848995.841,4.84E+06,43.60758426,13.32436979,4
4134,3,11,42,42,42015,Corinaldo,4.98E+07,826166.2608,4.84E+06,43.648345,13.04425117,4
4135,3,11,42,42,42016,Cupramontana,2.73E+07,833433.0264,4.82E+06,43.45011416,13.1207963,4
4136,3,11,42,42,42017,Fabriano,2.71E+08,816706.55,4.81E+06,43.33178105,12.90647747,9
4137,3,11,42,42,42018,Falconara Marittima,2.58E+07,852943.0374,4.84E+06,43.62104949,13.37425227,4
4138,3,11,42,42,42019,Filottrano,7.12E+07,851887.8969,4.82E+06,43.43921716,13.34806915,4
4139,3,11,42,42,42020,Genga,7.37E+07,818631.243,4.82E+06,43.42639521,12.93634135,4
4140,3,11,42,42,42021,Jesi,1.09E+08,844422.1854,4.83E+06,43.51650958,13.2612674,4
4141,3,11,42,42,42022,Loreto,1.78E+07,873794.548,4.82E+06,43.43513439,13.61841435,4
4142,3,11,42,42,42023,Maiolati Spontini,2.16E+07,833818.454,4.82E+06,43.49594262,13.12868328,4
4143,3,11,42,42,42024,Mergo,7.38E+06,826395.9123,4.82E+06,43.474674,13.03547063,4
4144,3,11,42,42,42025,Monsano,1.47E+07,844669.5649,4.83E+06,43.56777926,13.26794963,4
4145,3,11,42,42,42026,Montecarotto,2.37E+07,829784.6758,4.83E+06,43.54207088,13.08191154,4
4146,3,11,42,42,42027,Montemarciano,2.26E+07,847257.4611,4.84E+06,43.64165989,13.30526743,4
4147,3,11,42,42,42029,Monte Roberto,1.37E+07,837628.7025,4.82E+06,43.48371636,13.17496052,4
4148,3,11,42,42,42030,Monte San Vito,2.18E+07,844948.8293,4.84E+06,43.60277311,13.273887,4
4149,3,11,42,42,42031,Morro d'Alba,1.96E+07,840645.5838,4.84E+06,43.610537,13.22111876,4
4150,3,11,42,42,42032,Numana,1.09E+07,873273.5692,4.83E+06,43.4879279,13.61600169,4
4151,3,11,42,42,42033,Offagna,1.07E+07,859082.8032,4.83E+06,43.52941117,13.44358205,4
4152,3,11,42,42,42034,Osimo,1.06E+08,860868.4511,4.82E+06,43.48417268,13.46233631,6
4153,3,11,42,42,42035,Ostra,4.69E+07,833847.7536,4.84E+06,43.61198299,13.13698976,4
4154,3,11,42,42,42036,Ostra Vetere,3.00E+07,828579.4358,4.84E+06,43.6023476,13.07106001,4
4155,3,11,42,42,42037,Poggio San Marcello,1.36E+07,830185.7143,4.83E+06,43.51666177,13.08515679,4
4156,3,11,42,42,42038,Polverigi,2.53E+07,853590.4739,4.83E+06,43.52060828,13.37498489,4
4157,3,11,42,42,42040,Rosora,9.46E+06,827824.9408,4.82E+06,43.48549214,13.05386161,4
4158,3,11,42,42,42041,San Marcello,2.56E+07,839676.8148,4.83E+06,43.56248937,13.20576267,4
4159,3,11,42,42,42042,San Paolo di Jesi,1.00E+07,838291.3966,4.82E+06,43.46302448,13.18172479,4
4160,3,11,42,42,42043,Santa Maria Nuova,1.85E+07,849644.1226,4.82E+06,43.48767139,13.32380554,4
4161,3,11,42,42,42044,Sassoferrato,1.37E+08,809971.872,4.82E+06,43.44467541,12.83052782,5
4162,3,11,42,42,42045,Senigallia,1.17E+08,838605.6526,4.85E+06,43.68152089,13.20079569,5
4163,3,11,42,42,42046,Serra de' Conti,2.45E+07,826382.2796,4.83E+06,43.54483316,13.03998672,4
4164,3,11,42,42,42047,Serra San Quirico,4.89E+07,826734.5783,4.82E+06,43.43905428,13.03728298,4
4165,3,11,42,42,42048,Sirolo,1.66E+07,871955.5219,4.83E+06,43.51888356,13.60206014,4
4166,3,11,42,42,42049,Staffolo,2.76E+07,839408.2184,4.82E+06,43.43906874,13.19387027,4
4167,3,11,42,42,42050,Trecastelli,3.87E+07,831066.4631,4.85E+06,43.68550281,13.10754295,4
4168,3,11,43,43,43002,Apiro,5.41E+07,832775.195,4.81E+06,43.38160971,13.10802565,4
4169,3,11,43,43,43003,Appignano,2.29E+07,853277.6569,4.81E+06,43.37032421,13.36028617,4
4170,3,11,43,43,43004,Belforte del Chienti,1.66E+07,845034.6092,4.79E+06,43.16456479,13.24421187,4
4171,3,11,43,43,43005,Bolognola,2.67E+07,843861.0488,4.77E+06,42.98490658,13.21741741,4
4172,3,11,43,43,43006,Caldarola,2.93E+07,841789.6253,4.78E+06,43.12613675,13.20166311,4
4173,3,11,43,43,43007,Camerino,1.29E+08,831432.4937,4.78E+06,43.13558022,13.07498387,6
4174,3,11,43,43,43008,Camporotondo di Fiastrone,8.74E+06,846942.035,4.78E+06,43.13604171,13.26568428,4
4175,3,11,43,43,43009,Castelraimondo,4.43E+07,829319.0458,4.79E+06,43.20394849,13.05352792,4
4176,3,11,43,43,43010,Castelsantangelo sul Nera,7.09E+07,841548.5013,4.76E+06,42.87821246,13.18182039,4
4177,3,11,43,43,43011,Cessapalombo,2.71E+07,844928.4118,4.78E+06,43.09034137,13.23776938,4
4178,3,11,43,43,43012,Cingoli,1.48E+08,842708.4162,4.81E+06,43.38330495,13.23075438,6
4179,3,11,43,43,43013,Civitanova Marche,4.61E+07,879933.6659,4.81E+06,43.31313869,13.68483537,4
4180,3,11,43,43,43014,Colmurano,1.18E+07,854380.6999,4.79E+06,43.16816192,13.35941875,4
4181,3,11,43,43,43015,Corridonia,6.15E+07,865966.2475,4.80E+06,43.24942627,13.50791299,5
4182,3,11,43,43,43016,Esanatoglia,4.80E+07,819289.1019,4.80E+06,43.24783216,12.93290821,4
4183,3,11,43,43,43017,Fiastra,8.48E+07,839652.729,4.77E+06,43.03957874,13.16951259,4
4184,3,11,43,43,43019,Fiuminata,7.61E+07,816843.9515,4.79E+06,43.16610473,12.89757747,4
4185,3,11,43,43,43020,Gagliole,2.42E+07,830993.3378,4.80E+06,43.24227788,13.07669177,4
4186,3,11,43,43,43021,Gualdo,2.25E+07,854655.4904,4.78E+06,43.06685133,13.35559312,4
4187,3,11,43,43,43022,Loro Piceno,3.24E+07,859291.6572,4.79E+06,43.16489287,13.41958718,4
4188,3,11,43,43,43023,Macerata,9.16E+07,861074.7256,4.80E+06,43.30275664,13.4515611,4
4189,3,11,43,43,43024,Matelica,8.09E+07,826594.7993,4.80E+06,43.27168335,13.02446181,4
4190,3,11,43,43,43025,Mogliano,2.89E+07,864339.8564,4.79E+06,43.1892925,13.48346461,4
4191,3,11,43,43,43026,Montecassiano,3.39E+07,859462.6345,4.81E+06,43.3624679,13.4360412,4
4192,3,11,43,43,43027,Monte Cavallo,3.89E+07,825090.544,4.77E+06,42.99145651,12.98765036,4
4193,3,11,43,43,43028,Montecosaro,2.17E+07,875701.146,4.81E+06,43.30566405,13.6320834,4
4194,3,11,43,43,43029,Montefano,3.38E+07,857509.2667,4.82E+06,43.4114513,13.41549902,4
4195,3,11,43,43,43030,Montelupone,3.38E+07,868890.9605,4.81E+06,43.34432215,13.55102103,4
4196,3,11,43,43,43031,Monte San Giusto,2.01E+07,872032.6196,4.80E+06,43.23718738,13.58170868,4
4197,3,11,43,43,43032,Monte San Martino,1.82E+07,860557.24,4.77E+06,43.02936326,13.42536283,4
4198,3,11,43,43,43033,Morrovalle,4.28E+07,871394.1993,4.80E+06,43.29832516,13.57843712,4
4199,3,11,43,43,43034,Muccia,2.52E+07,827641.942,4.78E+06,43.07105239,13.02414825,4
4200,3,11,43,43,43035,Penna San Giovanni,2.84E+07,860154.4448,4.78E+06,43.06011494,13.42263263,4
4201,3,11,43,43,43036,Petriolo,1.59E+07,862178.5373,4.79E+06,43.21977603,13.45909563,4
4202,3,11,43,43,43038,Pieve Torina,7.48E+07,828648.8419,4.77E+06,43.01408292,13.03277446,4
4203,3,11,43,43,43039,Pioraco,1.99E+07,824558.3014,4.79E+06,43.18181584,12.9934891,4
4204,3,11,43,43,43040,Poggio San Vicino,1.29E+07,829865.3248,4.81E+06,43.36472009,13.07097568,4
4205,3,11,43,43,43041,Pollenza,3.99E+07,853414.4072,4.80E+06,43.26201682,13.3542187,4
4206,3,11,43,43,43042,Porto Recanati,1.73E+07,875929.9973,4.82E+06,43.43633995,13.64488814,4
4207,3,11,43,43,43043,Potenza Picena,4.87E+07,876301.3117,4.81E+06,43.37061174,13.64444045,4
4208,3,11,43,43,43044,Recanati,1.03E+08,866945.0033,4.82E+06,43.40143959,13.531276,4
4209,3,11,43,43,43045,Ripe San Ginesio,1.03E+07,855657.7145,4.79E+06,43.1426077,13.3732998,4
4210,3,11,43,43,43046,San Ginesio,7.80E+07,850677.5316,4.78E+06,43.10321289,13.30929807,5
4211,3,11,43,43,43047,San Severino Marche,1.95E+08,838732.606,4.80E+06,43.26824909,13.17377897,6
4212,3,11,43,43,43048,Sant'Angelo in Pontano,2.73E+07,858328.2588,4.78E+06,43.10356755,13.40332728,4
4213,3,11,43,43,43049,Sarnano,6.30E+07,849012.5327,4.77E+06,43.02243816,13.28320295,4
4214,3,11,43,43,43050,Sefro,4.30E+07,821542.3053,4.78E+06,43.13249914,12.95319742,4
4215,3,11,43,43,43051,Serrapetrona,3.71E+07,839771.5115,4.79E+06,43.17395414,13.18012024,4
4216,3,11,43,43,43052,Serravalle di Chienti,9.67E+07,820820.9784,4.77E+06,43.03667302,12.93817726,4
4217,3,11,43,43,43053,Tolentino,9.44E+07,850377.828,4.79E+06,43.20820475,13.31300712,4
4218,3,11,43,43,43054,Treia,9.43E+07,849996.2856,4.80E+06,43.31539249,13.31589021,4
4219,3,11,43,43,43055,Urbisaglia,2.22E+07,856727.8394,4.79E+06,43.20401726,13.3908627,4
4220,3,11,43,43,43056,Ussita,5.49E+07,839712.0134,4.76E+06,42.94215086,13.16364696,4
4221,3,11,43,43,43057,Visso,1.02E+08,830631.962,4.76E+06,42.93566549,13.0519458,5
4222,3,11,43,43,43058,Valfornace,4.79E+07,834934.1001,4.78E+06,43.05525072,13.11264314,4
4223,3,11,44,44,44001,Acquasanta Terme,1.39E+08,860649.7302,4.74E+06,42.76001251,13.4072375,6
4224,3,11,44,44,44002,Acquaviva Picena,2.10E+07,891922.4083,4.77E+06,42.94044978,13.80332535,4
4225,3,11,44,44,44005,Appignano del Tronto,2.31E+07,880416.7189,4.76E+06,42.89708572,13.65906102,4
4226,3,11,44,44,44006,Arquata del Tronto,9.20E+07,850460.8045,4.74E+06,42.76262038,13.28292447,6
4227,3,11,44,44,44007,Ascoli Piceno,1.58E+08,873320.9403,4.75E+06,42.85119735,13.56877741,7
4228,3,11,44,44,44010,Carassai,2.22E+07,880624.1595,4.77E+06,43.02676665,13.67142378,4
4229,3,11,44,44,44011,Castel di Lama,1.14E+07,884103.99,4.76E+06,42.87662031,13.70265422,4
4230,3,11,44,44,44012,Castignano,3.82E+07,877405.0067,4.76E+06,42.93639146,13.62512675,4
4231,3,11,44,44,44013,Castorano,1.35E+07,886575.0087,4.76E+06,42.89549701,13.73434887,4
4232,3,11,44,44,44014,Colli del Tronto,6.15E+06,887630.996,4.76E+06,42.870538,13.74536162,4
4233,3,11,44,44,44015,Comunanza,5.43E+07,860408.6565,4.76E+06,42.9183197,13.41557211,4
4234,3,11,44,44,44016,Cossignano,1.51E+07,881934.6903,4.77E+06,42.98438157,13.68427677,4
4235,3,11,44,44,44017,Cupra Marittima,1.73E+07,894526.069,4.77E+06,43.0204518,13.8415179,4
4236,3,11,44,44,44020,Folignano,1.52E+07,879988.4737,4.75E+06,42.82153095,13.64813385,4
4237,3,11,44,44,44021,Force,3.49E+07,866657.3177,4.77E+06,42.96175065,13.49528158,4
4238,3,11,44,44,44023,Grottammare,1.76E+07,895554.1204,4.77E+06,42.98055923,13.85098486,4
4239,3,11,44,44,44027,Maltignano,8.27E+06,883245.4455,4.75E+06,42.83636483,13.68909103,4
4240,3,11,44,44,44029,Massignano,1.68E+07,892156.7151,4.78E+06,43.04772355,13.81458301,4
4241,3,11,44,44,44031,Monsampolo del Tronto,1.56E+07,891466.1437,4.76E+06,42.8996095,13.79455932,4
4242,3,11,44,44,44032,Montalto delle Marche,3.40E+07,877047.7865,4.77E+06,42.99224142,13.62494058,4
4243,3,11,44,44,44034,Montedinove,1.17E+07,873456.7136,4.77E+06,42.97511257,13.5796241,4
4244,3,11,44,44,44036,Montefiore dell'Aso,2.84E+07,886941.1053,4.78E+06,43.04845143,13.75061632,4
4245,3,11,44,44,44038,Montegallo,4.81E+07,854011.1373,4.75E+06,42.84109325,13.3317875,4
4246,3,11,44,44,44044,Montemonaco,6.75E+07,850813.6227,4.76E+06,42.8823391,13.29553104,4
4247,3,11,44,44,44045,Monteprandone,2.66E+07,895075.6717,4.76E+06,42.90916146,13.83950896,4
4248,3,11,44,44,44054,Offida,4.94E+07,884463.1637,4.76E+06,42.93789712,13.71172614,4
4249,3,11,44,44,44056,Palmiano,1.21E+07,864594.9678,4.76E+06,42.91605804,13.46668979,4
4250,3,11,44,44,44063,Ripatransone,7.42E+07,888579.8048,4.77E+06,42.99239443,13.76638388,4
4251,3,11,44,44,44064,Roccafluvione,6.19E+07,862764.3294,4.75E+06,42.848396,13.43940213,4
4252,3,11,44,44,44065,Rotella,2.78E+07,871179.6618,4.77E+06,42.94752658,13.54966789,4
4253,3,11,44,44,44066,San Benedetto del Tronto,2.54E+07,898044.9557,4.76E+06,42.92896496,13.87744057,4
4254,3,11,44,44,44071,Spinetoli,1.23E+07,890132.7524,4.76E+06,42.87821111,13.77657587,4
4255,3,11,44,44,44073,Venarotta,2.95E+07,867742.5817,4.76E+06,42.88853312,13.50323792,4
4256,3,9,45,45,45001,Aulla,6.03E+07,579239.5577,4.89E+06,44.20254409,9.991721971,4
4257,3,9,45,45,45002,Bagnone,7.47E+07,581116.5327,4.91E+06,44.32945696,10.01740005,4
4258,3,9,45,45,45003,Carrara,7.18E+07,587606.5234,4.88E+06,44.08241481,10.09421694,5
4259,3,9,45,45,45004,Casola in Lunigiana,4.22E+07,594478.4829,4.90E+06,44.20365434,10.18246608,4
4260,3,9,45,45,45005,Comano,5.38E+07,590459.9809,4.91E+06,44.30987836,10.13421213,4
